,Z,A,E,dE,f1,df1
0,76,188,8.1,0.0,1.62e-07,2.02e-08
1,76,188,8.17,0.0,2.0600000000000002e-07,1.73e-08
2,76,188,8.43,0.0,3.5399999999999997e-07,2.4e-08
3,76,188,8.78,0.0,4.1e-07,2.7799999999999997e-08
4,76,188,8.82,0.0,3.95e-07,2.5499999999999997e-08
5,76,188,9.09,0.0,4.2799999999999997e-07,2.69e-08
6,76,188,9.47,0.0,5.839999999999999e-07,3.54e-08
7,76,188,10.08,0.0,6.690000000000001e-07,4.1699999999999996e-08
8,76,188,10.45,0.0,8.179999999999999e-07,4.9900000000000003e-08
9,76,188,10.94,0.0,1.01e-06,5.7699999999999994e-08
10,64,154,9.25,0.0,3.75e-07,0.0
11,64,154,9.5,0.0,4.5799999999999995e-07,0.0
12,64,154,9.75,0.0,5.389999999999999e-07,0.0
13,64,154,10.0,0.0,6.21e-07,0.0
14,64,154,10.25,0.0,7.4e-07,0.0
15,64,154,10.5,0.0,7.28e-07,0.0
16,64,154,10.75,0.0,8.96e-07,0.0
17,64,154,11.0,0.0,1e-06,0.0
18,64,154,11.25,0.0,1.14e-06,0.0
19,64,154,11.5,0.0,1.28e-06,0.0
20,64,154,11.75,0.0,1.45e-06,0.0
21,64,154,12.0,0.0,1.55e-06,0.0
22,64,154,12.25,0.0,1.56e-06,0.0
23,64,154,12.5,0.0,1.58e-06,0.0
24,64,154,12.75,0.0,1.4e-06,0.0
25,64,154,13.0,0.0,1.21e-06,0.0
26,64,154,13.25,0.0,1.17e-06,0.0
27,64,154,13.5,0.0,1.22e-06,0.0
28,64,154,13.75,0.0,1.34e-06,0.0
29,64,154,14.0,0.0,1.5e-06,0.0
30,64,154,14.25,0.0,1.63e-06,0.0
31,64,154,14.5,0.0,1.65e-06,0.0
32,64,154,14.75,0.0,1.58e-06,0.0
33,64,154,15.0,0.0,1.63e-06,0.0
34,64,154,15.25,0.0,1.48e-06,0.0
35,64,154,15.5,0.0,1.37e-06,0.0
36,64,154,15.75,0.0,1.27e-06,0.0
37,64,154,16.0,0.0,1.16e-06,0.0
38,64,154,16.25,0.0,1.08e-06,0.0
39,64,154,16.5,0.0,8.15e-07,0.0
40,64,154,16.75,0.0,7.3e-07,0.0
41,64,154,17.0,0.0,6.02e-07,0.0
42,64,154,17.25,0.0,4.6200000000000003e-07,0.0
43,64,154,17.5,0.0,6.690000000000001e-07,0.0
44,64,154,17.75,0.0,5.91e-07,0.0
45,64,154,18.0,0.0,4.96e-07,0.0
46,64,154,18.25,0.0,3.61e-07,0.0
47,64,154,18.5,0.0,2.72e-07,0.0
48,64,154,18.75,0.0,2.24e-07,0.0
49,64,154,19.0,0.0,1.8399999999999998e-07,0.0
50,64,154,19.25,0.0,1.68e-07,0.0
51,64,154,19.5,0.0,9.03e-08,0.0
52,64,154,19.75,0.0,1.7600000000000001e-07,0.0
53,64,154,20.0,0.0,3.29e-07,0.0
54,64,154,20.25,0.0,3.6299999999999995e-07,0.0
55,64,154,20.5,0.0,3.88e-07,0.0
56,64,154,20.75,0.0,3.0399999999999997e-07,0.0
57,64,154,21.0,0.0,2e-07,0.0
58,64,154,21.25,0.0,1.1e-07,0.0
59,50,116,9.942,0.0,6.28e-08,8.72e-09
60,50,116,10.097000000000001,0.0,1.6300000000000002e-07,8.590000000000001e-09
61,50,116,10.252,0.0,1.35e-07,8.46e-09
62,50,116,10.407,0.0,1.42e-07,1.67e-08
63,50,116,10.562000000000001,0.0,2.05e-07,8.209999999999999e-09
64,50,116,10.717,0.0,1.7e-07,1.62e-08
65,50,116,10.872,0.0,1.36e-07,1.6e-08
66,50,116,11.026,0.0,1.73e-07,7.87e-09
67,50,116,11.181,0.0,1.78e-07,1.55e-08
68,50,116,11.335999999999999,0.0,1.7600000000000001e-07,1.53e-08
69,50,116,11.491,0.0,2.26e-07,2.2599999999999997e-08
70,50,116,11.645999999999999,0.0,2.61e-07,2.23e-08
71,50,116,11.800999999999998,0.0,2.94e-07,2.94e-08
72,50,116,11.935,0.0,3.4899999999999996e-07,2.9100000000000002e-08
73,50,116,12.11,0.0,3.7200000000000005e-07,2.8599999999999998e-08
74,50,116,12.265,0.0,4.1700000000000004e-07,2.8300000000000002e-08
75,50,116,12.42,0.0,4.3299999999999997e-07,2.7900000000000002e-08
76,50,116,12.575,0.0,4.83e-07,2.76e-08
77,50,116,12.73,0.0,5.31e-07,2.73e-08
78,50,116,12.885,0.0,5.79e-07,3.3700000000000004e-08
79,50,116,13.039000000000001,0.0,5.85e-07,3.33e-08
80,50,116,13.194,0.0,6.64e-07,3.2900000000000003e-08
81,50,116,13.349,0.0,6.76e-07,3.25e-08
82,50,116,13.504000000000001,0.0,7.96e-07,3.21e-08
83,50,116,13.659,0.0,8.38e-07,3.8100000000000004e-08
84,50,116,13.814,0.0,8.790000000000001e-07,3.77e-08
85,50,116,13.969000000000001,0.0,9.25e-07,3.73e-08
86,50,116,14.123,0.0,9.770000000000001e-07,3.68e-08
87,50,116,14.277999999999999,0.0,1.11e-06,4.25e-08
88,50,116,14.433,0.0,1.14e-06,4.21e-08
89,50,116,14.588,0.0,1.2e-06,4.16e-08
90,50,116,14.743,0.0,1.24e-06,4.12e-08
91,50,116,14.898,0.0,1.33e-06,4.66e-08
92,50,116,15.052,0.0,1.44e-06,4.61e-08
93,50,116,15.207,0.0,1.52e-06,4.56e-08
94,50,116,15.362,0.0,1.54e-06,4.5199999999999994e-08
95,50,116,15.517000000000001,0.0,1.5e-06,4.4699999999999997e-08
96,50,116,15.672,0.0,1.44e-06,4.43e-08
97,50,116,15.827,0.0,1.41e-06,4.38e-08
98,50,116,15.982000000000001,0.0,1.42e-06,4.34e-08
99,50,116,16.136,0.0,1.41e-06,4.3e-08
100,50,116,16.291,0.0,1.35e-06,4.26e-08
101,50,116,16.445999999999998,0.0,1.24e-06,4.22e-08
102,50,116,16.601,0.0,1.13e-06,4.18e-08
103,50,116,16.756,0.0,1.09e-06,3.62e-08
104,50,116,16.910999999999998,0.0,9.64e-07,3.08e-08
105,50,116,17.066,0.0,9.1e-07,3.0499999999999995e-08
106,50,116,17.22,0.0,8.76e-07,3.02e-08
107,50,116,17.375,0.0,8.440000000000001e-07,3e-08
108,50,116,17.53,0.0,8.109999999999999e-07,2.97e-08
109,50,116,17.685,0.0,7.6e-07,2.94e-08
110,50,116,17.84,0.0,7.1e-07,2.92e-08
111,50,116,17.995,0.0,6.36e-07,2.41e-08
112,50,116,18.149,0.0,6.12e-07,2.3900000000000002e-08
113,50,116,18.304000000000002,0.0,5.92e-07,2.37e-08
114,50,116,18.459,0.0,5.78e-07,2.3500000000000002e-08
115,50,116,18.769000000000002,0.0,5.41e-07,2.77e-08
116,50,116,19.079,0.0,4.6799999999999996e-07,2.73e-08
117,50,116,19.387999999999998,0.0,4.16e-07,2.6800000000000002e-08
118,50,116,20.008,0.0,3.29e-07,2.6e-08
119,50,116,20.317,0.0,2.52e-07,2.99e-08
120,50,116,20.627,0.0,2.65e-07,2.94e-08
121,50,116,20.936999999999998,0.0,2.1100000000000002e-07,2.8999999999999998e-08
122,50,116,21.246,0.0,2.45e-07,2.8599999999999998e-08
123,50,116,21.555999999999997,0.0,2.17e-07,2.8199999999999998e-08
124,50,116,21.866,0.0,1.51e-07,2.7799999999999997e-08
125,50,116,22.176,0.0,1.53e-07,2.74e-08
126,50,116,22.795,0.0,1.0699999999999999e-07,2.28e-08
127,50,116,23.414,0.0,8.890000000000001e-08,2.2200000000000004e-08
128,50,116,24.034000000000002,0.0,1.0099999999999999e-07,2.17e-08
129,50,116,24.653000000000002,0.0,9.15e-08,2.11e-08
130,50,116,25.273000000000003,0.0,9.269999999999999e-08,2.06e-08
131,50,116,25.892,0.0,1e-07,2.0099999999999998e-08
132,55,133,9.45,0.0,2.86e-07,1.85e-08
133,55,133,9.59,0.0,3.9899999999999996e-07,1.84e-08
134,55,133,9.72,0.0,4e-07,1.82e-08
135,55,133,9.86,0.0,3.5799999999999995e-07,1.8e-08
136,55,133,9.99,0.0,4.29e-07,1.78e-08
137,55,133,10.13,0.0,4.3600000000000004e-07,1.76e-08
138,55,133,10.27,0.0,4.48e-07,1.75e-08
139,55,133,10.4,0.0,3.94e-07,1.73e-08
140,55,133,10.54,0.0,4.0899999999999997e-07,1.72e-08
141,55,133,10.68,0.0,4.2799999999999997e-07,1.71e-08
142,55,133,10.81,0.0,4.9e-07,1.69e-08
143,55,133,10.95,0.0,4.77e-07,1.6799999999999998e-08
144,55,133,11.08,0.0,4.6299999999999995e-07,1.67e-08
145,55,133,11.22,0.0,4.95e-07,1.65e-08
146,55,133,11.36,0.0,5.02e-07,1.6399999999999998e-08
147,55,133,11.49,0.0,6.079999999999999e-07,1.62e-08
148,55,133,11.63,0.0,6.15e-07,1.6100000000000002e-08
149,55,133,11.77,0.0,6.54e-07,1.6e-08
150,55,133,11.9,0.0,6.65e-07,1.59e-08
151,55,133,12.04,0.0,6.76e-07,1.58e-08
152,55,133,12.17,0.0,8.12e-07,1.57e-08
153,55,133,12.31,0.0,7.19e-07,1.56e-08
154,55,133,12.45,0.0,8.15e-07,1.55e-08
155,55,133,12.58,0.0,9.03e-07,1.54e-08
156,55,133,12.72,0.0,8.8e-07,1.53e-08
157,55,133,12.85,0.0,9.31e-07,1.52e-08
158,55,133,12.99,0.0,1.06e-06,1.5e-08
159,55,133,13.13,0.0,1.12e-06,1.49e-08
160,55,133,13.26,0.0,1.2e-06,1.48e-08
161,55,133,13.4,0.0,1.29e-06,1.48e-08
162,55,133,13.54,0.0,1.34e-06,1.47e-08
163,55,133,13.67,0.0,1.37e-06,1.46e-08
164,55,133,13.81,0.0,1.51e-06,1.4499999999999999e-08
165,55,133,13.94,0.0,1.57e-06,1.44e-08
166,55,133,14.08,0.0,1.58e-06,1.44e-08
167,55,133,14.22,0.0,1.67e-06,1.4299999999999999e-08
168,55,133,14.35,0.0,1.8e-06,1.42e-08
169,55,133,14.49,0.0,1.83e-06,1.4099999999999999e-08
170,55,133,14.63,0.0,1.73e-06,1.4e-08
171,55,133,14.76,0.0,1.79e-06,1.3899999999999999e-08
172,55,133,14.9,0.0,1.82e-06,1.3899999999999999e-08
173,55,133,15.03,0.0,1.84e-06,1.38e-08
174,55,133,15.17,0.0,1.79e-06,1.37e-08
175,55,133,15.31,0.0,1.82e-06,1.37e-08
176,55,133,15.44,0.0,1.77e-06,1.3600000000000001e-08
177,55,133,15.58,0.0,1.68e-06,1.35e-08
178,55,133,15.71,0.0,1.68e-06,1.35e-08
179,55,133,15.85,0.0,1.64e-06,1.3400000000000001e-08
180,55,133,15.99,0.0,1.61e-06,1.33e-08
181,55,133,16.12,0.0,1.5e-06,1.32e-08
182,55,133,16.26,0.0,1.41e-06,1.32e-08
183,55,133,16.4,0.0,1.4e-06,1.31e-08
184,55,133,16.53,0.0,1.36e-06,1.31e-08
185,55,133,16.67,0.0,1.3e-06,1.3e-08
186,55,133,16.8,0.0,1.24e-06,1.3e-08
187,55,133,16.94,0.0,1.21e-06,1.29e-08
188,55,133,17.08,0.0,1.23e-06,1.28e-08
189,55,133,17.21,0.0,1.13e-06,1.28e-08
190,55,133,17.35,0.0,1.12e-06,1.27e-08
191,55,133,17.49,0.0,1.02e-06,1.26e-08
192,55,133,17.62,0.0,9.4e-07,1.26e-08
193,55,133,17.76,0.0,8.790000000000001e-07,1.26e-08
194,55,133,17.89,0.0,9.02e-07,1.25e-08
195,55,133,18.03,0.0,8.23e-07,1.25e-08
196,55,133,18.17,0.0,8.02e-07,1.24e-08
197,55,133,18.3,0.0,7.87e-07,1.24e-08
198,55,133,18.44,0.0,7.43e-07,1.23e-08
199,55,133,18.58,0.0,6.86e-07,1.23e-08
200,55,133,18.71,0.0,7e-07,1.22e-08
201,55,133,18.85,0.0,6.58e-07,1.22e-08
202,55,133,18.98,0.0,5.8e-07,1.2099999999999999e-08
203,55,133,19.12,0.0,5.629999999999999e-07,1.2099999999999999e-08
204,55,133,19.26,0.0,5.22e-07,1.2e-08
205,55,133,19.39,0.0,5.32e-07,1.2e-08
206,55,133,19.53,0.0,4.93e-07,1.1899999999999999e-08
207,55,133,19.66,0.0,5.070000000000001e-07,1.1899999999999999e-08
208,55,133,19.8,0.0,4.6399999999999997e-07,1.1899999999999999e-08
209,55,133,19.94,0.0,4.83e-07,1.18e-08
210,55,133,20.07,0.0,4.6700000000000004e-07,1.18e-08
211,55,133,20.21,0.0,4.38e-07,1.18e-08
212,55,133,20.35,0.0,4.2600000000000003e-07,1.1699999999999999e-08
213,55,133,20.48,0.0,4.1200000000000004e-07,1.16e-08
214,55,133,20.62,0.0,3.51e-07,1.16e-08
215,55,133,20.75,0.0,3.4899999999999996e-07,1.16e-08
216,55,133,20.89,0.0,3.7799999999999997e-07,1.1499999999999999e-08
217,55,133,21.03,0.0,3.7200000000000005e-07,1.1499999999999999e-08
218,55,133,21.16,0.0,3.34e-07,1.1499999999999999e-08
219,55,133,21.3,0.0,3.43e-07,1.14e-08
220,55,133,21.44,0.0,3.37e-07,1.14e-08
221,55,133,21.57,0.0,2.96e-07,1.14e-08
222,55,133,21.71,0.0,2.2e-07,1.1299999999999999e-08
223,55,133,21.84,0.0,3.06e-07,1.1299999999999999e-08
224,55,133,21.98,0.0,2.95e-07,1.1200000000000001e-08
225,55,133,22.12,0.0,3.2100000000000003e-07,1.1200000000000001e-08
226,55,133,22.25,0.0,2.85e-07,1.1200000000000001e-08
227,55,133,22.39,0.0,2.89e-07,1.1200000000000001e-08
228,55,133,22.52,0.0,2.85e-07,1.1100000000000002e-08
229,55,133,22.66,0.0,3.2200000000000005e-07,1.1100000000000002e-08
230,55,133,22.8,0.0,2.89e-07,1.1100000000000002e-08
231,55,133,22.93,0.0,2.74e-07,1.1000000000000001e-08
232,55,133,23.07,0.0,2.4199999999999997e-07,1.1000000000000001e-08
233,55,133,23.21,0.0,2.7800000000000003e-07,1.1000000000000001e-08
234,55,133,23.34,0.0,2.5399999999999997e-07,1.1000000000000001e-08
235,55,133,23.48,0.0,2.7600000000000004e-07,1.09e-08
236,55,133,23.61,0.0,2.59e-07,1.09e-08
237,55,133,23.75,0.0,2.72e-07,1.08e-08
238,55,133,23.89,0.0,1.93e-07,1.08e-08
239,55,133,24.02,0.0,2.35e-07,1.08e-08
240,55,133,24.16,0.0,2.1300000000000001e-07,1.08e-08
241,56,138,8.788,0.0,1.8399999999999998e-07,2.5099999999999996e-08
242,56,138,9.097000000000001,0.0,2.08e-07,2.06e-08
243,56,138,9.407,0.0,3.2799999999999997e-07,3.08e-08
244,56,138,9.717,0.0,2.73e-07,2.14e-08
245,56,138,10.026,0.0,3.2100000000000003e-07,2.19e-08
246,56,138,10.335999999999999,0.0,3.4899999999999996e-07,2.2400000000000002e-08
247,56,138,10.645999999999999,0.0,4.3e-07,2.4300000000000003e-08
248,56,138,10.955,0.0,4.3e-07,1.4299999999999999e-08
249,56,138,11.265,0.0,4.9e-07,2.49e-08
250,56,138,11.575,0.0,5.86e-07,2.98e-08
251,56,138,11.885,0.0,6.12e-07,2.41e-08
252,56,138,12.194,0.0,7.179999999999999e-07,2.33e-08
253,56,138,12.504000000000001,0.0,8.459999999999999e-07,2.5e-08
254,56,138,12.814,0.0,1e-06,2.76e-08
255,56,138,13.123,0.0,1.13e-06,2.8700000000000002e-08
256,56,138,13.433,0.0,1.25e-06,3.11e-08
257,56,138,13.743,0.0,1.35e-06,3.2200000000000004e-08
258,56,138,14.052,0.0,1.52e-06,2.7900000000000002e-08
259,56,138,14.362,0.0,1.62e-06,2.81e-08
260,56,138,14.672,0.0,1.81e-06,3.1e-08
261,56,138,14.982000000000001,0.0,1.85e-06,3.14e-08
262,56,138,15.290999999999999,0.0,1.91e-06,3.15e-08
263,56,138,15.600999999999999,0.0,1.8e-06,2.9100000000000002e-08
264,56,138,15.911,0.0,1.73e-06,2.4e-08
265,56,138,16.22,0.0,1.47e-06,2.99e-08
266,56,138,16.53,0.0,1.36e-06,2.77e-08
267,56,138,16.84,0.0,1.18e-06,2.5299999999999998e-08
268,56,138,17.149,0.0,9.759999999999998e-07,2.3500000000000002e-08
269,56,138,17.459,0.0,8.890000000000001e-07,2.6800000000000002e-08
270,56,138,17.769000000000002,0.0,7.520000000000001e-07,2.16e-08
271,56,138,18.079,0.0,7.15e-07,2.17e-08
272,56,138,18.387999999999998,0.0,6.18e-07,1.98e-08
273,56,138,18.698,0.0,5.33e-07,1.96e-08
274,56,138,19.008,0.0,4.79e-07,1.99e-08
275,56,138,19.317,0.0,4.2200000000000005e-07,2.3500000000000002e-08
276,56,138,19.627,0.0,3.56e-07,2.36e-08
277,56,138,19.937,0.0,3.5799999999999995e-07,2.37e-08
278,56,138,20.246,0.0,3.4e-07,2.27e-08
279,56,138,20.555999999999997,0.0,3.84e-07,2.49e-08
280,56,138,20.866,0.0,2.64e-07,2.4700000000000003e-08
281,56,138,21.176,0.0,2.9e-07,2.5099999999999996e-08
282,56,138,21.485,0.0,3.17e-07,2.56e-08
283,56,138,21.795,0.0,3.37e-07,2.61e-08
284,56,138,22.105,0.0,1.8899999999999999e-07,2.6e-08
285,56,138,22.414,0.0,1.82e-07,1.75e-08
286,56,138,22.724,0.0,1.66e-07,2.32e-08
287,56,138,23.034000000000002,0.0,1.8899999999999999e-07,2.3500000000000002e-08
288,56,138,23.343000000000004,0.0,1.92e-07,2.37e-08
289,56,138,23.653000000000002,0.0,1.66e-07,2.3100000000000002e-08
290,56,138,23.963,0.0,1.1e-07,2.3399999999999998e-08
291,56,138,24.273000000000003,0.0,8.039999999999999e-08,2.49e-08
292,56,138,24.581999999999997,0.0,7.23e-08,2.33e-08
293,65,159,8.6,0.0,2.4199999999999997e-07,2.02e-08
294,65,159,8.8,0.0,2.7600000000000004e-07,1.97e-08
295,65,159,8.85,0.0,3.43e-07,1.96e-08
296,65,159,9.0,0.0,2.9899999999999996e-07,1.93e-08
297,65,159,9.1,0.0,3.15e-07,1.91e-08
298,65,159,9.2,0.0,3.4899999999999996e-07,1.89e-08
299,65,159,9.3,0.0,3.45e-07,1.8700000000000002e-08
300,65,159,9.35,0.0,3.9e-07,1.86e-08
301,65,159,9.4,0.0,4.15e-07,1.85e-08
302,65,159,9.5,0.0,4.29e-07,1.8300000000000002e-08
303,65,159,9.6,0.0,4.61e-07,1.81e-08
304,65,159,9.7,0.0,4.65e-07,1.79e-08
305,65,159,9.8,0.0,5.31e-07,1.77e-08
306,65,159,9.9,0.0,5.26e-07,1.75e-08
307,65,159,10.0,0.0,5.64e-07,1.73e-08
308,65,159,10.1,0.0,6.01e-07,1.72e-08
309,65,159,10.2,0.0,6.629999999999999e-07,1.7e-08
310,65,159,10.3,0.0,7.33e-07,1.6799999999999998e-08
311,65,159,10.4,0.0,7.340000000000001e-07,2.5e-08
312,65,159,10.5,0.0,7.1e-07,1.65e-08
313,65,159,10.6,0.0,8.590000000000001e-07,1.6399999999999998e-08
314,65,159,10.7,0.0,8.590000000000001e-07,1.62e-08
315,65,159,10.8,0.0,9.88e-07,4.0199999999999996e-08
316,65,159,11.1,0.0,1.09e-06,3.91e-08
317,65,159,11.2,0.0,1.24e-06,3.87e-08
318,65,159,11.3,0.0,1.27e-06,3.84e-08
319,65,159,11.4,0.0,1.28e-06,3.7999999999999996e-08
320,65,159,11.5,0.0,1.43e-06,3.77e-08
321,65,159,11.6,0.0,1.57e-06,3.7400000000000004e-08
322,65,159,11.7,0.0,1.56e-06,4.45e-08
323,65,159,11.8,0.0,1.67e-06,3.68e-08
324,65,159,11.9,0.0,1.77e-06,3.64e-08
325,65,159,12.0,0.0,1.81e-06,3.61e-08
326,65,159,12.1,0.0,1.8e-06,3.58e-08
327,65,159,12.2,0.0,1.92e-06,3.55e-08
328,65,159,12.3,0.0,1.85e-06,4.23e-08
329,65,159,12.4,0.0,1.95e-06,4.9e-08
330,65,159,12.5,0.0,1.89e-06,4.8600000000000005e-08
331,65,159,12.55,0.0,2.05e-06,4.8399999999999997e-08
332,65,159,12.7,0.0,2e-06,6.15e-08
333,65,159,12.8,0.0,1.99e-06,4.74e-08
334,65,159,12.9,0.0,1.94e-06,5.38e-08
335,65,159,13.0,0.0,1.92e-06,5.34e-08
336,65,159,13.1,0.0,1.79e-06,5.96e-08
337,65,159,13.2,0.0,1.87e-06,5.91e-08
338,65,159,13.3,0.0,1.84e-06,5.87e-08
339,65,159,13.4,0.0,1.84e-06,6.47e-08
340,65,159,13.5,0.0,1.84e-06,7.07e-08
341,65,159,13.6,0.0,1.77e-06,6.38e-08
342,65,159,13.7,0.0,1.82e-06,5.7e-08
343,65,159,13.8,0.0,1.72e-06,6.29e-08
344,65,159,13.9,0.0,1.82e-06,5.62e-08
345,65,159,14.0,0.0,1.73e-06,6.2e-08
346,65,159,14.1,0.0,1.56e-06,6.15e-08
347,65,159,14.2,0.0,1.91e-06,6.11e-08
348,65,159,14.3,0.0,1.67e-06,5.46e-08
349,65,159,14.4,0.0,1.73e-06,6.02e-08
350,65,159,14.5,0.0,1.72e-06,5.98e-08
351,65,159,14.6,0.0,1.9e-06,6.530000000000001e-08
352,65,159,14.7,0.0,1.96e-06,6.49e-08
353,65,159,14.8,0.0,1.83e-06,7.03e-08
354,65,159,14.9,0.0,1.93e-06,6.99e-08
355,65,159,15.0,0.0,1.93e-06,6.94e-08
356,65,159,15.1,0.0,1.9e-06,6.89e-08
357,65,159,15.2,0.0,2.04e-06,8.56e-08
358,65,159,15.3,0.0,1.78e-06,9.07e-08
359,65,159,15.4,0.0,1.78e-06,7.320000000000001e-08
360,65,159,15.5,0.0,1.89e-06,7.83e-08
361,65,159,15.6,0.0,1.75e-06,7.23e-08
362,65,159,15.7,0.0,1.57e-06,7.18e-08
363,65,159,15.8,0.0,1.62e-06,6.59e-08
364,65,159,15.9,0.0,1.74e-06,7.089999999999999e-08
365,65,159,16.0,0.0,1.7e-06,7.05e-08
366,65,159,16.1,0.0,1.72e-06,7.54e-08
367,65,159,16.2,0.0,1.78e-06,6.96e-08
368,65,159,16.3,0.0,1.64e-06,7.45e-08
369,65,159,16.4,0.0,1.59e-06,6.88e-08
370,65,159,16.5,0.0,1.6e-06,6.31e-08
371,65,159,16.6,0.0,1.59e-06,6.79e-08
372,65,159,16.7,0.0,1.54e-06,6.75e-08
373,65,159,16.8,0.0,1.6e-06,6.71e-08
374,65,159,16.9,0.0,1.39e-06,5.65e-08
375,65,159,17.0,0.0,1.39e-06,6.63e-08
376,65,159,17.1,0.0,1.43e-06,6.09e-08
377,65,159,17.2,0.0,1.45e-06,5.55e-08
378,65,159,17.3,0.0,1.34e-06,5.52e-08
379,65,159,17.4,0.0,1.26e-06,5.98e-08
380,65,159,17.5,0.0,1.33e-06,5.9500000000000003e-08
381,65,159,17.6,0.0,1.27e-06,5.42e-08
382,65,159,17.7,0.0,1.14e-06,5.88e-08
383,65,159,17.8,0.0,1.23e-06,5.3600000000000004e-08
384,65,159,17.9,0.0,1.22e-06,5.33e-08
385,65,159,18.0,0.0,9.35e-07,5.78e-08
386,65,159,18.1,0.0,9.92e-07,5.2699999999999995e-08
387,65,159,18.2,0.0,1.05e-06,5.24e-08
388,65,159,18.3,0.0,9.759999999999998e-07,5.2099999999999997e-08
389,65,159,18.4,0.0,1.03e-06,5.6600000000000004e-08
390,65,159,18.5,0.0,8.39e-07,4.69e-08
391,65,159,18.6,0.0,8.49e-07,4.66e-08
392,65,159,18.7,0.0,7.37e-07,4.64e-08
393,65,159,18.8,0.0,7.979999999999999e-07,5.08e-08
394,65,159,18.9,0.0,8.35e-07,5.0499999999999996e-08
395,65,159,19.0,0.0,5.93e-07,5.019999999999999e-08
396,65,159,19.1,0.0,7.040000000000001e-07,5.4500000000000005e-08
397,65,159,19.2,0.0,6.459999999999999e-07,4.9699999999999995e-08
398,65,159,19.3,0.0,6.2e-07,4.9400000000000006e-08
399,65,159,19.4,0.0,5.99e-07,4.4699999999999997e-08
400,65,159,19.5,0.0,5.2e-07,4.8899999999999995e-08
401,65,159,19.6,0.0,5.660000000000001e-07,4.87e-08
402,65,159,19.7,0.0,4.6200000000000003e-07,4.4000000000000004e-08
403,65,159,19.8,0.0,4.99e-07,5.6900000000000007e-08
404,65,159,19.9,0.0,5.45e-07,5.2300000000000005e-08
405,65,159,19.95,0.0,4.870000000000001e-07,5.22e-08
406,65,159,20.0,0.0,4.51e-07,5.2e-08
407,65,159,20.1,0.0,3.88e-07,5.1799999999999994e-08
408,65,159,20.3,0.0,3.8e-07,4.7000000000000004e-08
409,65,159,20.35,0.0,3.45e-07,5.54e-08
410,65,159,20.4,0.0,3.66e-07,5.0999999999999993e-08
411,65,159,20.5,0.0,3.7700000000000005e-07,5.08e-08
412,65,159,20.7,0.0,3.35e-07,4.61e-08
413,65,159,20.75,0.0,3.18e-07,4.5999999999999995e-08
414,50,117,7.09,0.0,1.1e-07,9.33e-09
415,50,117,7.23,0.0,1.11e-07,8.49e-09
416,50,117,7.23,0.0,1.15e-07,8.02e-09
417,50,117,7.35,0.0,1.28e-07,1.3400000000000001e-08
418,50,117,7.55,0.0,1.25e-07,8.040000000000001e-09
419,50,117,7.68,0.0,1.2699999999999999e-07,8.8e-09
420,50,117,7.89,0.0,1.3e-07,9.05e-09
421,50,117,8.14,0.0,1.35e-07,8.86e-09
422,50,117,8.4,0.0,1.41e-07,1.01e-08
423,50,117,8.61,0.0,1.3800000000000002e-07,1.32e-08
424,50,117,8.75,0.0,1.5199999999999998e-07,1e-08
425,50,117,9.1,0.0,1.8e-07,2.2400000000000002e-08
426,50,117,9.21,0.0,1.6300000000000002e-07,1.04e-08
427,50,117,9.43,0.0,1.85e-07,1.35e-08
428,50,117,9.86,0.0,2.05e-07,1.56e-08
429,50,117,9.96,0.0,2.0600000000000002e-07,2.12e-08
430,50,117,10.51,0.0,2.4899999999999997e-07,1.97e-08
431,50,117,11.14,0.0,3.06e-07,2.5499999999999997e-08
432,50,117,11.5,0.0,3.6200000000000004e-07,2.77e-08
433,50,117,12.12,0.0,5.3e-07,4.22e-08
434,50,114,10.5,0.0,1.31e-07,0.0
435,50,114,10.6,0.0,1.47e-07,0.0
436,50,114,10.7,0.0,1.56e-07,0.0
437,50,114,10.8,0.0,1.75e-07,0.0
438,50,114,10.9,0.0,2.12e-07,0.0
439,50,114,11.0,0.0,2.07e-07,0.0
440,50,114,11.1,0.0,2.17e-07,0.0
441,50,114,11.2,0.0,2.15e-07,0.0
442,50,114,11.3,0.0,2.33e-07,0.0
443,50,114,11.4,0.0,1.96e-07,0.0
444,50,114,11.5,0.0,3.2e-07,0.0
445,50,114,11.6,0.0,3.36e-07,0.0
446,50,114,11.7,0.0,3.44e-07,0.0
447,50,114,11.8,0.0,3.8100000000000004e-07,0.0
448,50,114,11.9,0.0,4.05e-07,0.0
449,50,114,12.0,0.0,4.3100000000000003e-07,0.0
450,50,114,12.1,0.0,4.7e-07,0.0
451,50,114,12.2,0.0,5.18e-07,0.0
452,50,114,12.3,0.0,5.5e-07,0.0
453,50,114,12.4,0.0,5.389999999999999e-07,0.0
454,50,114,12.5,0.0,5.46e-07,0.0
455,50,114,12.6,0.0,5.69e-07,0.0
456,50,114,12.7,0.0,5.61e-07,0.0
457,50,114,12.8,0.0,5.55e-07,0.0
458,50,114,12.9,0.0,7.06e-07,0.0
459,50,114,13.0,0.0,6.19e-07,0.0
460,50,114,13.1,0.0,7.48e-07,0.0
461,50,114,13.2,0.0,7.82e-07,0.0
462,50,114,13.3,0.0,9e-07,0.0
463,50,114,13.4,0.0,8.48e-07,0.0
464,50,114,13.5,0.0,9.38e-07,0.0
465,50,114,13.6,0.0,9.63e-07,0.0
466,50,114,13.7,0.0,1.02e-06,0.0
467,50,114,13.8,0.0,9.679999999999999e-07,0.0
